"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"114",1.50028498513434,0.75017496850711,0.661384488423369,1
"115",0.0189425094899769,0.977541141523814,1.19840404351382,1
"116",1.16088871516425,-0.101815722592069,0.219148414101453,1
"117",0.459833660650724,-0.891971971852556,1.52097597289285,1
"118",0.363707710756906,1.00024056871258,2.06906227099781,1
"119",-1.52000013653054,-0.679590676585328,-0.00604014843548549,1
"120",2.0664290117062,-0.196904471267795,-0.123520682362727,1
"121",0.830737886558973,0.727218617526047,0.872220544005522,1
"122",1.6695666217052,-0.484159416462739,0.398848732262246,1
"123",0.569176257287533,1.17150752367632,-0.37415555995571,1
"124",0.283915992707786,1.32718100384857,-0.584845545635121,1
"125",-0.590055206335741,0.775658923802313,0.415041666854379,1
"126",-0.861229194288436,0.941329573660902,0.469087349106543,1
"127",-0.906160496227655,2.06346494391792,-1.11317957989034,1
"128",-1.53334900128725,0.142299143939901,0.723498338118022,1
"129",0.295961866865503,-0.678851619515482,-1.49779319741093,1
"130",-1.00876736379955,0.810096178536527,-0.17959603849523,1
"131",-1.38763113711795,2.25263624729696,-0.954574263819739,1
"132",-1.27270151828556,0.44126461642907,1.01609297709652,1
"133",0.107820053489622,-0.391065042050497,0.0824435376308438,1
"134",1.0389987973445,-0.331203080655059,-0.370670126461415,1
"135",-1.05506055393127,-0.594029741155918,0.722548115213873,1
"136",-0.0895117383126361,-1.11993483634003,0.777792449207821,1
"137",-0.65964451418949,-1.58106452594849,-0.507824292001132,1
"138",-0.89046788411729,-0.10931022315412,-0.528514216382044,1
"139",0.539991716801396,-2.5553341492333,-0.590407451562801,1
"140",-1.31278873669218,-0.630626852835308,0.454065694881049,1
"141",1.27325589722745,0.573027702677032,-0.168691855318624,1
"142",-0.285227863781471,-0.187330090455722,1.3959603275963,1
"143",0.373314205123695,0.286757813262954,-0.266326328045823,1
"144",-1.44252599418012,1.23348645718754,0.00227496773566098,1
"145",-0.152478597249524,0.18473702475412,-0.47902749862514,1
"146",0.553268558942465,1.34159031752607,-0.0366332200929466,1
"147",-0.308267212707392,0.343348558729784,-1.01628236170372,1
"148",0.273779198940839,1.92425644359186,-0.860735820625978,1
"149",-0.375439805695857,0.26040851017865,1.25696911450645,1
"150",-0.14524230210214,0.488629015751675,-1.22834681486783,1
"151",-0.706083522598605,-0.449253701078351,-0.0956112707108457,1
"152",1.42458748382316,0.679597767793549,1.24558901078673,1
