"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 4, 2)Xc(1, 5, 2)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)","c(1, 2, 3)","c(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"25",-0.176426247429591,1.62384379480339,-0.040767498274334,NA,NA,NA,NA,NA,0.96
"26",-0.0429658004140395,-1.16183925671134,-2.18393965508074,NA,NA,NA,NA,NA,0.96
"27",-0.508850207434837,-0.139866322932065,0.442169177118155,NA,NA,NA,NA,NA,0.96
"28",0.287029346109493,-0.977230586254443,-0.512841704298788,NA,NA,NA,NA,NA,0.96
"29",0.165705608112107,0.317406469196189,0.0947573884507828,NA,NA,NA,NA,NA,0.96
"30",2.15761474760321,0.600027868255689,0.872486694160559,NA,NA,NA,NA,NA,0.96
"31",0.365159368679366,0.0917590943200473,-0.0682056503575346,NA,NA,NA,NA,NA,0.96
"32",1.26251410648416,0.557948129663235,-1.48192017523785,NA,NA,NA,NA,NA,0.96
"33",-1.08036799095494,-0.173111596033816,1.30970574363836,NA,NA,NA,NA,NA,0.96
"34",-0.796354448888625,0.643909021757194,-0.551493999851163,NA,NA,NA,NA,NA,0.96
"35",0.726993235817756,0.273851673236935,1.15644159444454,NA,NA,NA,NA,NA,0.96
"36",-0.0440048567629204,0.0212733720489807,-0.269630604796285,NA,NA,NA,NA,NA,0.96
"37",1.3611212375309,-0.175762745937157,0.308915573948604,NA,NA,NA,NA,NA,0.96
"38",-0.602462168352429,0.150261925077093,-0.826877478881917,NA,NA,NA,NA,NA,0.96
"39",-0.46125623588197,1.60203922502997,0.794005065434572,NA,NA,NA,NA,NA,0.96
"40",-0.830061722451293,0.643006649329904,0.240427780568873,NA,NA,NA,NA,NA,0.96
"41",0.289312547572238,1.29274577740636,-1.45118778592653,NA,NA,NA,NA,NA,0.96
"42",-0.986617690543673,-0.97487364042017,-0.838727946390733,NA,NA,NA,NA,NA,0.96
"43",0.172141878794702,-0.514014773643522,-0.306937731519724,NA,NA,NA,NA,NA,0.96
"44",0.23062471097917,0.376746931339247,-1.50861424336111,NA,NA,NA,NA,NA,0.96
"45",0.61129519984468,-0.771667849068882,-0.750516404864444,NA,NA,NA,NA,NA,0.96
"46",1.7576800831976,-0.506148377778597,-1.03686279610244,NA,NA,NA,NA,NA,0.96
"47",0.0265128618009703,0.138460130051793,-1.6931374782358,NA,NA,NA,NA,NA,0.96
"48",-1.64862012828044,-0.618532167801229,-2.01059774077889,NA,NA,NA,NA,NA,0.96
"49",1.63462614767223,0.277617274309662,-0.287829485187316,NA,NA,NA,NA,NA,0.96
"50",-1.54007799608357,-0.396667337316774,-0.299380373540208,NA,NA,NA,NA,NA,0.96
"51",-0.246011760568915,0.326595816297851,1.95378157656334,NA,NA,NA,NA,NA,0.96
"52",1.01398955533547,-0.687451508987571,-0.71873121116684,NA,NA,NA,NA,NA,0.96
"53",-0.194976697705732,-0.0172177451701768,-0.437934232252707,NA,NA,NA,NA,NA,0.96
"54",0.316269184421135,-0.896330835015672,0.882812582964964,NA,NA,NA,NA,NA,0.96
"55",-0.590045847955185,0.778416708835541,0.284971504290331,NA,NA,NA,NA,NA,0.96
"56",1.24542770585633,0.717684999152514,NA,-0.305176419273511,NA,NA,NA,NA,0.96
