"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 4, 2)Xc(1, 5, 2)Xc(1, 4, 3)Xc(1, 5, 3)","c(3, 3, 2)Xc(4, 3, 2)Xc(5, 3, 2)Xc(3, 3, 3)Xc(4, 3, 3)Xc(5, 3, 3)","c(3, 4, 2)Xc(4, 4, 2)Xc(5, 4, 2)Xc(3, 5, 2)Xc(4, 5, 2)Xc(5, 5, 2)Xc(3, 4, 3)Xc(4, 4, 3)Xc(5, 4, 3)Xc(3, 5, 3)Xc(4, 5, 3)Xc(5, 5, 3)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)","c(2, 5, 1)","c(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(5, 4, 3)Xc(5, 5, 3)","c(1, 3, 3)","c(1, 4, 2)Xc(1, 5, 2)","c(1, 4, 3)Xc(1, 5, 3)","c(2, 4, 1)Xc(2, 5, 1)","c(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","support_detection_rate"
"77",-0.913383492033983,0.681861584682728,1.62539944493411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"78",0.977947121546558,2.10204459415448,0.834874704648455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"79",1.62950512978404,-1.2865072624434,-0.0584869141877891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"80",2.42529258614968,0.453814084599929,0.31244367825453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"81",0.560327071167309,0.62663161347675,0.21081249851019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"82",-0.79934021796505,1.35696601685804,0.790421448840582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"83",1.19555244938898,0.635913501406782,-0.452365145726729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"84",0.405640335047297,-0.0382699416678736,-1.47636281668347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"85",1.08480539445836,0.654807762633839,NA,NA,NA,1.16867645114493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"86",-0.260327861853328,-1.9388350542395,0.243372898716915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
"87",1.27158813865827,-1.16510829329953,NA,NA,0.601973321463574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
