"","Lasso_best","Lasso_hybrid","SP_best","SP_hybrid","Lasso_prct_diff","SP_prct_diff","Lasso_abs_diff","SP_abs_diff","n","sim"
"49",5.16636747618051,4.15686918983906,4.93988574877916,4.9398853793686,0.195398080178333,7.4781194194595e-08,1.00949828634145,3.69410555478566e-07,5000,9
"50",5.39647735134941,4.6945902997471,5.0965819792146,5.0965819306508,0.130063929838751,9.52870162243642e-09,0.701887051602319,4.85638089742224e-08,5000,10
"51",5.3432938773166,5.15915170849158,4.94762263493789,4.9476229644872,0.0344622948040972,-6.66076075865733e-08,0.184142168825012,-3.29549306954391e-07,6000,1
"52",5.49067858958052,5.34954008924913,5.11267135204335,5.11267135250886,0.0257051105849151,-9.10489173850354e-11,0.141138500331393,-4.65503191549033e-10,6000,2
"53",5.18435811808025,5.02434942314725,4.90222235649985,4.9022225212975,0.0308637426830084,-3.36169273592555e-08,0.160008694932994,-1.64797652857374e-07,6000,3
"54",5.3037907383953,4.5055335497832,4.93781400851622,4.9378140083138,0.150506916276569,4.09926508255914e-11,0.798257188612103,2.02414085492819e-10,6000,4
"55",5.60293120272491,5.57624734680299,5.14407431814602,5.14407431611346,0.00476248145059179,3.95125255820983e-10,0.0266838559219194,2.03255368091959e-09,6000,5
"56",5.4558006075318,4.80752592930605,5.15057500212022,5.15057500102779,0.118823015146631,2.12097987735337e-10,0.648274678225749,1.09242659362963e-09,6000,6
"57",5.23336198613571,5.02747296195053,4.90202872813942,4.90202894786247,0.0393416363573981,-4.48228821036115e-08,0.205889024185182,-2.1972305574991e-07,6000,7
"58",5.42468797535447,4.69620937586641,5.14255883735875,5.14255873095573,0.134289493293937,2.06906760244068e-08,0.728478599488064,1.0640301884024e-07,6000,8
"59",5.69461267111416,5.6873840525218,5.04256573596987,5.04256576079037,0.0012693784476381,-4.92219615108306e-09,0.00722861859235913,-2.48204976571742e-08,6000,9
"60",5.40302258637548,5.37461462273182,4.8832891750375,4.88328886294646,0.00525779102150963,6.3910004654302e-08,0.0284079636436587,3.12091033904949e-07,6000,10
"61",5.02360036582853,4.24313035621263,4.81466449815415,4.81466440520665,0.155360688108235,1.93050829884694e-08,0.780470009615902,9.29474976985034e-08,7000,1
"62",5.20752788172148,4.80264480631525,4.97867169827189,4.97867170078828,0.0777495741938094,-5.05432535082748e-10,0.404883075406236,-2.5163826578023e-09,7000,2
"63",5.24950828311167,5.19300851623805,4.94882126988781,4.94882127284497,0.0107628684110056,-5.97547963989311e-10,0.0564997668736149,-2.95715807396846e-09,7000,3
