"","c(5, 1, 1)","c(2, 4, 1)Xc(3, 4, 1)Xc(4, 4, 1)Xc(5, 4, 1)Xc(2, 5, 1)Xc(3, 5, 1)Xc(4, 5, 1)Xc(5, 5, 1)","c(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","c(1, 2, 2)Xc(1, 3, 2)Xc(1, 4, 2)Xc(1, 5, 2)Xc(1, 2, 3)Xc(1, 3, 3)Xc(1, 4, 3)Xc(1, 5, 3)","support_detection_rate"
"128",0.677406950056211,1.83446539257791,-0.847024083163588,NA,0.995
"129",-0.285104085466879,2.69564901453606,-1.53416347911905,NA,0.995
"130",-1.00804716930199,1.96056776732472,0.963840948069864,NA,0.995
"131",-0.410226974430695,0.482525027186431,-0.432786760722142,NA,0.995
"132",-0.231871171278757,0.336907475768894,0.237152394387067,NA,0.995
"133",-1.49980676509109,-1.18847419972024,1.22973046867462,NA,0.995
"134",-0.391241328972256,-1.26637784676879,-0.549904752563068,NA,0.995
"135",0.993238387150709,-0.180528247587016,-2.02494544130215,NA,0.995
"136",0.424898731297445,2.32543096009275,-0.954484336310416,NA,0.995
"137",0.211271109494998,-0.1757782104499,0.198743592036113,NA,0.995
"138",0.0183670074672186,-0.106875780433917,-0.470488910043528,NA,0.995
"139",-0.39891639352306,-0.859873033887834,-0.233770387658398,NA,0.995
"140",-0.451111457645861,0.440376246231472,0.12480881322797,NA,0.995
"141",-0.575051257811529,0.769363498856109,-0.0620342921314944,NA,0.995
"142",0.74832742697656,0.637945344634127,0.492798949952213,NA,0.995
"143",0.790162959780835,-0.183527720717884,-0.234180901802289,NA,0.995
"144",1.42670456405032,0.56361691623102,-0.206522730284472,NA,0.995
"145",-0.885516745553175,-0.385732334421805,0.546410879527476,NA,0.995
"146",0.68805616454457,-0.5141401219424,-1.95293878406487,NA,0.995
"147",-0.225412896736379,-1.01412570373167,-0.153893289180784,NA,0.995
"148",1.55312598911435,-1.10990843651636,0.95011861645302,NA,0.995
"149",1.26165295186754,-0.1953824298677,-1.39240723698697,NA,0.995
"150",-1.6365793559182,1.5063814569785,0.0968173820611984,NA,0.995
"151",1.26376343353971,-0.106639612965768,1.03727902381508,NA,0.995
"152",0.0793613945644328,0.112586206239664,-0.201255312426704,NA,0.995
"153",0.383597678474287,-0.806154605643284,-0.530021414185414,NA,0.995
"154",-1.01128979560023,-1.68019220941121,0.529517333660419,NA,0.995
"155",1.08693026686281,0.686156916760472,-0.15001579282682,NA,0.995
"156",0.159353549468117,-0.295894685922149,-0.216547289545098,NA,0.995
"157",1.15504874673063,0.0320373417786679,0.880079609334916,NA,0.995
"158",-0.994006312308013,-0.057489927210894,-0.828116776995048,NA,0.995
"159",1.46197170075997,-0.276825570057225,-0.905627285245071,NA,0.995
"160",-1.10492619021006,-0.0765582193343189,-0.837318456239224,NA,0.995
"161",-0.862055004909385,0.160851241117012,-0.36533604783089,NA,0.995
"162",-0.110521536297826,0.558681145191716,0.112667921215246,NA,0.995
"163",-1.20630525861238,0.256609581742252,-0.56007585148291,NA,0.995
"164",0.614376186811388,-0.546646206776776,1.12326003467639,NA,0.995
"165",-1.80702701135677,0.193829053843152,-1.64844201717408,NA,0.995
"166",0.940677066569731,1.96507906202477,0.374026581878969,NA,0.995
"167",-0.00107640245091789,0.795244498768498,-0.453666171647234,NA,0.995
"168",-1.19274449741625,1.22299985269432,0.458689337489505,NA,0.995
"169",1.17027086127664,0.80529780756772,1.89545684255101,NA,0.995
"170",-2.83184908243226,0.0136702741666891,0.966241601076598,NA,0.995
"171",-0.934073814365125,0.115870632678021,1.12245475763187,NA,0.995
"172",-1.21458364467639,-0.239519783351466,-0.959988703097954,NA,0.995
"173",-1.26182594469992,-1.16526654947656,-0.640387706932489,NA,0.995
"174",0.584288141382063,-0.64174005475166,-1.19305926002977,NA,0.995
"175",0.266358444378655,0.759442539008653,0.759159023656464,NA,0.995
